feature,component,pct_nan,nunique,is_constant,mean,std,min,max
core_clip__places365_topk_indices__min,core_clip,1.03,31,False,10.09375,14.19187439278152,0.0,139.0
core_clip__places365_topk_indices__p50,core_clip,1.03,130,False,176.66319444444446,60.46667610656876,14.0,328.0
core_clip__places365_topk_indices__p90,core_clip,1.03,93,False,309.7777780426873,36.15112403315624,139.0,363.20001220703125
core_clip__places365_topk_indices__std,core_clip,1.03,288,False,104.97883870866563,14.835802414792047,47.493160247802734,140.4991455078125
core_clip__places365_topk_scores__max,core_clip,1.03,286,False,0.27567620052852565,0.024275127368058234,0.1833423376083374,0.342892587184906
core_clip__places365_topk_scores__mean,core_clip,1.03,288,False,0.23070230971400937,0.01497926782198448,0.17759078741073608,0.26575931906700134
core_clip__places365_topk_scores__min,core_clip,1.03,288,False,0.19920806457392043,0.016726682028037582,0.15599706768989563,0.2443431317806244
core_clip__places365_topk_scores__p50,core_clip,1.03,288,False,0.2295363411410815,0.015199377887813403,0.17754651606082916,0.26466381549835205
core_clip__places365_topk_scores__p90,core_clip,1.03,288,False,0.24879094125289056,0.01810465451599059,0.18137162923812866,0.30222615599632263
core_clip__places365_topk_scores__std,core_clip,1.03,288,False,0.013467316510084655,0.004567960259739783,0.0018477889243513346,0.026989348232746124
core_clip__places365_video_topk_indices__max,core_clip,1.03,79,False,299.1041666666667,49.79571070763072,128.0,364.0
core_clip__places365_video_topk_indices__mean,core_clip,1.03,241,False,168.8027778201633,49.2927229524836,46.0,316.3999938964844
core_clip__places365_video_topk_indices__min,core_clip,1.03,72,False,40.18055555555556,46.699297949311564,0.0,240.0
core_clip__places365_video_topk_indices__p50,core_clip,1.03,127,False,167.19791666666666,80.20852003085501,14.0,345.0
core_clip__places365_video_topk_indices__p90,core_clip,1.03,209,False,274.08888959884644,51.86255228127962,100.19999694824219,363.20001220703125
core_clip__places365_video_topk_indices__std,core_clip,1.03,285,False,98.45572076903449,24.19388422918849,18.203296661376953,156.5699920654297
core_clip__places365_video_topk_scores__max,core_clip,1.03,288,False,0.2330996318616801,0.019829309947214237,0.18146249651908875,0.30305734276771545
core_clip__places365_video_topk_scores__mean,core_clip,1.03,288,False,0.2228537727561262,0.015526997522778549,0.1775907576084137,0.26395344734191895
core_clip__places365_video_topk_scores__min,core_clip,1.03,288,False,0.21604634671368533,0.014316501780976721,0.17235688865184784,0.2521679103374481
core_clip__places365_video_topk_scores__p50,core_clip,1.03,288,False,0.22123035705751842,0.015377332922105665,0.17704135179519653,0.26786065101623535
core_clip__places365_video_topk_scores__p90,core_clip,1.03,288,False,0.230023762366424,0.018032722990273118,0.18045108020305634,0.2780117094516754
core_clip__places365_video_topk_scores__std,core_clip,1.03,288,False,0.006320037919825457,0.004370365911754095,0.00024118115834426135,0.025837769731879234
core_clip__popularity_topic_scores__max,core_clip,1.03,285,False,0.26468963869329953,0.019561093750551168,0.2000383734703064,0.32080313563346863
core_clip__popularity_topic_scores__mean,core_clip,1.03,288,False,0.19504075145555866,0.014741790828547138,0.13082031905651093,0.22749176621437073
core_clip__popularity_topic_scores__min,core_clip,1.03,288,False,0.12252796368880405,0.02504592823468593,0.048156190663576126,0.18396587669849396
core_clip__popularity_topic_scores__p50,core_clip,1.03,288,False,0.19475814591472349,0.014786577656016453,0.13233977556228638,0.22786906361579895
core_clip__popularity_topic_scores__p90,core_clip,1.03,288,False,0.22941583545050687,0.015302603762801154,0.16676658391952515,0.26879772543907166
core_clip__popularity_topic_scores__std,core_clip,1.03,288,False,0.026190864488146164,0.005023886711726331,0.013784202747046947,0.045078713446855545
core_clip__scene_aesthetic_scores__max,core_clip,1.03,287,False,0.25380811493636835,0.024766518100250313,0.16130134463310242,0.31706374883651733
core_clip__scene_aesthetic_scores__mean,core_clip,1.03,288,False,0.1929193907417357,0.010551173549526435,0.15404628217220306,0.2188158929347992
core_clip__scene_aesthetic_scores__min,core_clip,1.03,288,False,0.1473848547320813,0.01293648489733425,0.10882516950368881,0.185036301612854
core_clip__scene_aesthetic_scores__p50,core_clip,1.03,288,False,0.19115789384684628,0.010696775020770901,0.15338388085365295,0.2178804874420166
core_clip__scene_aesthetic_scores__p90,core_clip,1.03,288,False,0.22067770222201943,0.014696004075945913,0.16084328293800354,0.2591959536075592
core_clip__scene_aesthetic_scores__std,core_clip,1.03,288,False,0.01941198798400971,0.004041880074300556,0.005858609452843666,0.030730077996850014
core_clip__scene_atmosphere_scores__max,core_clip,1.03,288,False,0.2457011829958194,0.016097172428277656,0.18388983607292175,0.28870105743408203
core_clip__scene_atmosphere_scores__mean,core_clip,1.03,288,False,0.20007116192330918,0.013237016653599982,0.16675947606563568,0.2326294332742691
core_clip__scene_atmosphere_scores__min,core_clip,1.03,288,False,0.1545212640064872,0.018953793921553913,0.10493268817663193,0.2023647129535675
core_clip__scene_atmosphere_scores__p50,core_clip,1.03,288,False,0.20033752985505593,0.013592860974538035,0.16428154706954956,0.23631347715854645
core_clip__scene_atmosphere_scores__p90,core_clip,1.03,288,False,0.22320422576740384,0.014540061510137144,0.18296454846858978,0.26233455538749695
core_clip__scene_atmosphere_scores__std,core_clip,1.03,288,False,0.017521783027202927,0.003976137692733493,0.008026745170354843,0.03413709998130798
core_clip__scene_luxury_scores__max,core_clip,1.03,284,False,0.24349558498296472,0.017519895447535655,0.18285758793354034,0.28658169507980347
core_clip__scene_luxury_scores__mean,core_clip,1.03,288,False,0.19309612860282263,0.01158072434103424,0.1611792892217636,0.22092828154563904
core_clip__scene_luxury_scores__min,core_clip,1.03,288,False,0.13878508093249467,0.020165366822471144,0.08596069365739822,0.19123828411102295
core_clip__scene_luxury_scores__p50,core_clip,1.03,288,False,0.19404984379394186,0.011506600717135225,0.15635955333709717,0.22650852799415588
core_clip__scene_luxury_scores__p90,core_clip,1.03,288,False,0.2190143625355429,0.013733131322737013,0.17926089465618134,0.26174283027648926
core_clip__scene_luxury_scores__std,core_clip,1.03,288,False,0.02022999407523053,0.0051310600269910255,0.00689569441601634,0.04286905378103256
core_clip__shot_quality_scores__max,core_clip,1.03,284,False,0.2737098782737222,0.020847720849993822,0.1975097954273224,0.32773733139038086
core_clip__shot_quality_scores__mean,core_clip,1.03,288,False,0.2128334711305797,0.013220050997477908,0.1643020510673523,0.2562175989151001
core_clip__shot_quality_scores__min,core_clip,1.03,288,False,0.15401755640697148,0.018970476053854327,0.08861619979143143,0.21177193522453308
core_clip__shot_quality_scores__p50,core_clip,1.03,288,False,0.21292146041782367,0.01364950690190242,0.1691434383392334,0.2577291429042816
core_clip__shot_quality_scores__p90,core_clip,1.03,288,False,0.2399961123139494,0.013680637907913146,0.1912500560283661,0.27834516763687134
core_clip__shot_quality_scores__std,core_clip,1.03,288,False,0.021101417543832213,0.003632700240233971,0.011842257343232632,0.032597534358501434
core_clip__times_s__max,core_clip,1.03,276,False,151.300007339153,217.87101301258062,3.7666666507720947,875.77490234375
core_clip__times_s__mean,core_clip,1.03,281,False,75.65065766332879,108.93528427890958,1.882222294807434,437.8874816894531
core_clip__times_s__min,core_clip,1.03,1,True,0.0,0.0,0.0,0.0
core_clip__times_s__p50,core_clip,1.03,270,False,75.65072182690103,108.9360060443903,1.8666666746139526,437.9041442871094
core_clip__times_s__p90,core_clip,1.03,279,False,136.17090225799217,196.08346742314814,3.3933334350585938,788.2073974609375
core_clip__times_s__std,core_clip,1.03,283,False,43.851999847425354,63.080637817260595,1.1665629148483276,253.5978240966797
core_optical_flow__cam_affine_rotation__max,core_optical_flow,2.41,284,False,0.44683660225515703,0.5576787185801937,-0.0004661844577640295,3.1406095027923584
core_optical_flow__cam_affine_rotation__mean,core_optical_flow,2.41,284,False,0.0002758014034683788,0.013468380553364561,-0.08466136455535889,0.1262306272983551
core_optical_flow__cam_affine_rotation__min,core_optical_flow,2.41,284,False,-0.47558685680023316,0.5912133210755638,-3.1406188011169434,0.0006316889775916934
core_optical_flow__cam_affine_rotation__p50,core_optical_flow,2.41,284,False,0.0003599425350253562,0.006562753794212719,-0.06879743188619614,0.04496241360902786
core_optical_flow__cam_affine_rotation__p90,core_optical_flow,2.41,284,False,0.045234527197113544,0.05883934415103291,-0.0012009063502773643,0.3067340850830078
core_optical_flow__cam_affine_rotation__std,core_optical_flow,2.41,284,False,0.08044436165114412,0.08575835024460711,3.0365921702468768e-05,0.6364787817001343
core_optical_flow__cam_affine_scale__max,core_optical_flow,2.41,284,False,1.5627085056523202,0.6123165921403982,0.9962801337242126,4.321629524230957
core_optical_flow__cam_affine_scale__mean,core_optical_flow,2.41,284,False,1.0119393390249198,0.030450439909462276,0.7948819994926453,1.1548430919647217
core_optical_flow__cam_affine_scale__min,core_optical_flow,2.41,284,False,0.6465799203749195,0.3064303681416343,0.005407551769167185,1.0339158773422241
core_optical_flow__cam_affine_scale__p50,core_optical_flow,2.41,283,False,1.0024032897092927,0.020656895118589893,0.801767110824585,1.1370011568069458
core_optical_flow__cam_affine_scale__p90,core_optical_flow,2.41,284,False,1.0762604191689424,0.11868533569629118,0.9794653058052063,2.226372480392456
core_optical_flow__cam_affine_scale__std,core_optical_flow,2.41,284,False,0.09524496566888994,0.09600513685345108,3.404963354114443e-05,0.6286805868148804
core_optical_flow__cam_shake_std_norm__max,core_optical_flow,2.41,284,False,0.2562853898421886,0.26878694348139964,6.87696592649445e-05,1.2913514375686646
core_optical_flow__cam_shake_std_norm__mean,core_optical_flow,2.41,284,False,0.021088975238034064,0.027461622275898375,2.824341572704725e-05,0.21948891878128052
core_optical_flow__cam_shake_std_norm__min,core_optical_flow,2.41,284,False,0.0006524370821935776,0.0014666837997885085,8.673887350596488e-06,0.01533424574881792
core_optical_flow__cam_shake_std_norm__p50,core_optical_flow,2.41,284,False,0.008519730998466937,0.015482637367915967,2.582935121608898e-05,0.16026461124420166
core_optical_flow__cam_shake_std_norm__p90,core_optical_flow,2.41,284,False,0.05228875686092143,0.07782615808274376,3.7565470847766846e-05,0.7001960277557373
core_optical_flow__cam_shake_std_norm__std,core_optical_flow,2.41,284,False,0.03704431490763707,0.042191105770943045,1.9165149751643185e-06,0.31647878885269165
core_optical_flow__cam_tx_per_sec_norm__max,core_optical_flow,2.41,284,False,0.9629042150198293,1.1415332168595347,-0.08140619844198227,6.208502292633057
core_optical_flow__cam_tx_per_sec_norm__mean,core_optical_flow,2.41,284,False,-0.014822949539492725,0.0507095044364494,-0.46122968196868896,0.13854043185710907
core_optical_flow__cam_tx_per_sec_norm__min,core_optical_flow,2.41,284,False,-1.1166934136507092,1.2301744652542275,-6.062459945678711,0.01544720958918333
core_optical_flow__cam_tx_per_sec_norm__p50,core_optical_flow,2.41,284,False,-0.0022251573855573375,0.02683409185303312,-0.3622615933418274,0.14989390969276428
core_optical_flow__cam_tx_per_sec_norm__p90,core_optical_flow,2.41,284,False,0.08912209707882283,0.1690804177105245,-0.17927321791648865,1.3150646686553955
core_optical_flow__cam_tx_per_sec_norm__std,core_optical_flow,2.41,284,False,0.22169242379627768,0.26037666211048965,9.840894563239999e-06,1.0174893140792847
core_optical_flow__cam_ty_per_sec_norm__max,core_optical_flow,2.41,284,False,0.33949480683429073,0.37293079449066824,-0.00019624552805908024,1.7484008073806763
core_optical_flow__cam_ty_per_sec_norm__mean,core_optical_flow,2.41,284,False,-0.003456765951702043,0.018909281986287628,-0.14467497169971466,0.12748655676841736
core_optical_flow__cam_ty_per_sec_norm__min,core_optical_flow,2.41,284,False,-0.38789083165508126,0.4461768560380961,-2.1816699504852295,0.015914486721158028
core_optical_flow__cam_ty_per_sec_norm__p50,core_optical_flow,2.41,284,False,-0.00018908266141897832,0.011102176571020708,-0.053244929760694504,0.12190328538417816
core_optical_flow__cam_ty_per_sec_norm__p90,core_optical_flow,2.41,284,False,0.03875155602151766,0.056958195093234014,-0.0037609029095619917,0.3579202890396118
core_optical_flow__cam_ty_per_sec_norm__std,core_optical_flow,2.41,284,False,0.07393167221853282,0.07809480412693204,6.610819582419936e-06,0.3372076153755188
core_optical_flow__dt_seconds__max,core_optical_flow,2.41,115,False,0.6184142529964447,0.6495628180248103,0.2549896240234375,2.736083984375
core_optical_flow__dt_seconds__mean,core_optical_flow,2.41,266,False,0.6024837485501464,0.6467983907424573,0.2504854202270508,2.7197978496551514
core_optical_flow__dt_seconds__min,core_optical_flow,2.41,122,False,0.5836474072765296,0.6442754094133136,0.09999847412109375,2.70269775390625
core_optical_flow__dt_seconds__p50,core_optical_flow,2.41,131,False,0.6074743003282749,0.6455063614271046,0.23738908767700195,2.73602294921875
core_optical_flow__dt_seconds__p90,core_optical_flow,2.41,127,False,0.6139261784477973,0.6472412815025468,0.25,2.736083984375
core_optical_flow__dt_seconds__std,core_optical_flow,2.41,278,False,0.012969309931177595,0.005423442930325873,6.233602789507131e-08,0.04712317883968353
core_optical_flow__flow_consistency__max,core_optical_flow,2.41,284,False,0.9676614875944567,0.03089838771766536,0.7915940284729004,0.9901942014694214
core_optical_flow__flow_consistency__mean,core_optical_flow,2.41,284,False,0.7330843488305387,0.14134182072279738,0.4061300456523895,0.9850727319717407
core_optical_flow__flow_consistency__min,core_optical_flow,2.41,284,False,0.30571292338132017,0.23956006946983743,0.11655078828334808,0.984799861907959
core_optical_flow__flow_consistency__p50,core_optical_flow,2.41,284,False,0.7624418855133192,0.1595074539031837,0.32094764709472656,0.9850761890411377
core_optical_flow__flow_consistency__p90,core_optical_flow,2.41,284,False,0.9193737351558577,0.07007742761546534,0.6032963395118713,0.9880864024162292
core_optical_flow__flow_consistency__std,core_optical_flow,2.41,284,False,0.1684094589116182,0.07558737973405522,5.973187944618985e-05,0.3094961941242218
core_optical_flow__flow_dir_cos_mean__max,core_optical_flow,2.41,284,False,0.9444204706331374,0.17319294763133958,-0.19577860832214355,0.9999886155128479
core_optical_flow__flow_dir_cos_mean__mean,core_optical_flow,2.41,284,False,0.011296161170833676,0.1820746778908284,-0.9103291034698486,0.6780796647071838
core_optical_flow__flow_dir_cos_mean__min,core_optical_flow,2.41,283,False,-0.9227108445836717,0.2521038350643305,-0.9999940991401672,0.5592045783996582
core_optical_flow__flow_dir_cos_mean__p50,core_optical_flow,2.41,284,False,0.011774378792017134,0.29152363646881857,-0.9722408056259155,0.9566820859909058
core_optical_flow__flow_dir_cos_mean__p90,core_optical_flow,2.41,284,False,0.8227163172313865,0.22180110263426037,-0.8203612565994263,0.9995188117027283
core_optical_flow__flow_dir_cos_mean__std,core_optical_flow,2.41,284,False,0.6127903463768208,0.18046250046071258,0.006596545223146677,0.9451698064804077
core_optical_flow__flow_dir_dispersion__max,core_optical_flow,2.41,284,False,0.8719761816023941,0.1364244524777947,0.2124907523393631,0.9955602288246155
core_optical_flow__flow_dir_dispersion__mean,core_optical_flow,2.41,284,False,0.25236278569037224,0.12281993021210005,0.017794402316212654,0.8326525688171387
core_optical_flow__flow_dir_dispersion__min,core_optical_flow,2.41,284,False,0.02685219923588308,0.10108859522570579,4.259515662852209e-06,0.7722541093826294
core_optical_flow__flow_dir_dispersion__p50,core_optical_flow,2.41,284,False,0.18368506568920975,0.15386300219275373,0.0003101570182479918,0.8577373027801514
core_optical_flow__flow_dir_dispersion__p90,core_optical_flow,2.41,284,False,0.57260483044239,0.15172012959196546,0.03513597697019577,0.8757529854774475
core_optical_flow__flow_dir_dispersion__std,core_optical_flow,2.41,284,False,0.21410438440851604,0.05726793564855351,0.0062909675762057304,0.3406282961368561
core_optical_flow__flow_dir_sin_mean__max,core_optical_flow,2.41,284,False,0.8223466196189254,0.28157255954914057,-0.48681044578552246,0.999994158744812
core_optical_flow__flow_dir_sin_mean__mean,core_optical_flow,2.41,284,False,-0.0008381521990268597,0.13289761387751994,-0.5900517106056213,0.4717862010002136
core_optical_flow__flow_dir_sin_mean__min,core_optical_flow,2.41,284,False,-0.8380072335450267,0.22517193902114674,-0.9999874234199524,0.05504240840673447
core_optical_flow__flow_dir_sin_mean__p50,core_optical_flow,2.41,284,False,-0.0021743790888982583,0.16208387018305037,-0.7824192643165588,0.9402232766151428
core_optical_flow__flow_dir_sin_mean__p90,core_optical_flow,2.41,284,False,0.5016761779904851,0.25658285754359533,-0.573833167552948,0.993947446346283
core_optical_flow__flow_dir_sin_mean__std,core_optical_flow,2.41,284,False,0.38299496106895237,0.13323944273926716,0.005871838890016079,0.7341966032981873
core_optical_flow__flow_div_abs_mean__max,core_optical_flow,2.41,284,False,3.6285024511982016,1.9488095542104547,0.015434719622135162,7.579950332641602
core_optical_flow__flow_div_abs_mean__mean,core_optical_flow,2.41,284,False,0.6345266669522971,0.47431412351920704,0.015153542160987854,2.03134822845459
core_optical_flow__flow_div_abs_mean__min,core_optical_flow,2.41,284,False,0.03458548793700379,0.03671869156919491,0.009902918711304665,0.26327383518218994
core_optical_flow__flow_div_abs_mean__p50,core_optical_flow,2.41,284,False,0.3885454015714497,0.38955836092957347,0.015149959363043308,2.1157798767089844
core_optical_flow__flow_div_abs_mean__p90,core_optical_flow,2.41,284,False,1.53232423973296,1.196028995690752,0.015181922353804111,4.164377212524414
core_optical_flow__flow_div_abs_mean__std,core_optical_flow,2.41,284,False,0.6959632196862593,0.4334403638280407,6.169077096274123e-05,1.6127657890319824
core_optical_flow__flow_dx_mean_per_sec_norm__max,core_optical_flow,2.41,284,False,1.0727529155813653,1.1488420422346868,-0.016735564917325974,5.8723225593566895
core_optical_flow__flow_dx_mean_per_sec_norm__mean,core_optical_flow,2.41,284,False,-0.01588042424161909,0.054648331065438475,-0.4564393162727356,0.13723187148571014
core_optical_flow__flow_dx_mean_per_sec_norm__min,core_optical_flow,2.41,284,False,-1.206908747355176,1.2078718314031702,-6.411229610443115,0.001224177423864603
core_optical_flow__flow_dx_mean_per_sec_norm__p50,core_optical_flow,2.41,284,False,-0.0022262419970042026,0.03418328217969155,-0.36658555269241333,0.1828872263431549
core_optical_flow__flow_dx_mean_per_sec_norm__p90,core_optical_flow,2.41,284,False,0.12764305606355855,0.2028200793537196,-0.19161535799503326,1.5121574401855469
core_optical_flow__flow_dx_mean_per_sec_norm__std,core_optical_flow,2.41,284,False,0.25834115131955593,0.27779482975750447,9.165253686660435e-06,1.157304048538208
core_optical_flow__flow_dy_mean_per_sec_norm__max,core_optical_flow,2.41,284,False,0.34728673919520153,0.360250975196086,-0.0009373394423164427,1.6660457849502563
core_optical_flow__flow_dy_mean_per_sec_norm__mean,core_optical_flow,2.41,284,False,0.0006321314158340806,0.015489099138579156,-0.09295704215765,0.090436652302742
core_optical_flow__flow_dy_mean_per_sec_norm__min,core_optical_flow,2.41,284,False,-0.35908907635912074,0.3995251999486138,-1.9610512256622314,0.0016059919726103544
core_optical_flow__flow_dy_mean_per_sec_norm__p50,core_optical_flow,2.41,284,False,0.0017644118806944636,0.010109658971607462,-0.04002458602190018,0.08787116408348083
core_optical_flow__flow_dy_mean_per_sec_norm__p90,core_optical_flow,2.41,284,False,0.046473502468483224,0.05516445383502926,-0.0010155008640140295,0.41162875294685364
core_optical_flow__flow_dy_mean_per_sec_norm__std,core_optical_flow,2.41,284,False,0.07188769911193395,0.06751627696960812,8.635144695290364e-06,0.33528485894203186
core_optical_flow__flow_mag_p95_per_sec_norm__max,core_optical_flow,2.41,284,False,1.7190703751425451,1.3758660615411222,0.0007286650943569839,7.045697212219238
core_optical_flow__flow_mag_p95_per_sec_norm__mean,core_optical_flow,2.41,284,False,0.27162357412893934,0.2503428981522587,0.0003446654591243714,1.3601635694503784
core_optical_flow__flow_mag_p95_per_sec_norm__min,core_optical_flow,2.41,284,False,0.013717884588375865,0.02532287427572607,0.00017067462613340467,0.18382596969604492
core_optical_flow__flow_mag_p95_per_sec_norm__p50,core_optical_flow,2.41,284,False,0.154023084586915,0.16463425461173842,0.00032256715348921716,1.0217002630233765
core_optical_flow__flow_mag_p95_per_sec_norm__p90,core_optical_flow,2.41,284,False,0.6758125437320903,0.6933773100030242,0.00042937209946103394,2.9090371131896973
core_optical_flow__flow_mag_p95_per_sec_norm__std,core_optical_flow,2.41,284,False,0.3267229837250801,0.2837811648094568,2.188685175497085e-05,1.2172907590866089
core_optical_flow__flow_mag_std_per_sec_norm__max,core_optical_flow,2.41,284,False,0.42203738659065465,0.34393888959713054,0.0002165621699532494,1.5337234735488892
core_optical_flow__flow_mag_std_per_sec_norm__mean,core_optical_flow,2.41,284,False,0.06771108812596063,0.05967987468173037,0.00010677906539058313,0.3490990698337555
core_optical_flow__flow_mag_std_per_sec_norm__min,core_optical_flow,2.41,284,False,0.0034092488900108,0.006201096014474201,4.473873195820488e-05,0.04672631993889809
core_optical_flow__flow_mag_std_per_sec_norm__p50,core_optical_flow,2.41,284,False,0.04314421524275172,0.0441359642389693,9.19798985705711e-05,0.30516141653060913
core_optical_flow__flow_mag_std_per_sec_norm__p90,core_optical_flow,2.41,284,False,0.15257646140561917,0.13922121000189042,0.00011650314263533801,0.894638180732727
core_optical_flow__flow_mag_std_per_sec_norm__std,core_optical_flow,2.41,284,False,0.07355556305754388,0.061407108118552337,5.994017556076869e-06,0.33213678002357483
core_optical_flow__motion_norm_per_sec_mean__max,core_optical_flow,2.41,284,False,1.373633703194775,1.2627958716311216,0.00038449763087555766,6.445206165313721
core_optical_flow__motion_norm_per_sec_mean__mean,core_optical_flow,2.41,284,False,0.1509851608720004,0.16464089096779358,0.00016012218839023262,0.9484496116638184
core_optical_flow__motion_norm_per_sec_mean__min,core_optical_flow,2.41,1,True,0.0,0.0,0.0,0.0
core_optical_flow__motion_norm_per_sec_mean__p50,core_optical_flow,2.41,284,False,0.06705147022886437,0.08961882071723293,0.0001472690491937101,0.786040723323822
core_optical_flow__motion_norm_per_sec_mean__p90,core_optical_flow,2.41,284,False,0.398666575397623,0.5124758856540164,0.00020350131671875715,2.263648271560669
core_optical_flow__motion_norm_per_sec_mean__std,core_optical_flow,2.41,284,False,0.2359408568060106,0.24066022600591033,2.2536978576681577e-05,1.018146276473999
core_optical_flow__preview_cur_times_s__max,core_optical_flow,2.41,272,False,148.9786596021182,216.92063069517715,3.7666666507720947,875.77490234375
core_optical_flow__preview_cur_times_s__mean,core_optical_flow,2.41,276,False,74.79174893674715,108.7820739280066,2.016666889190674,439.25213623046875
core_optical_flow__preview_cur_times_s__min,core_optical_flow,2.41,101,False,0.6075338480443182,0.6454757634445543,0.23738889396190643,2.7360665798187256
core_optical_flow__preview_cur_times_s__p50,core_optical_flow,2.41,272,False,74.79152281771243,108.78188078389063,2.0166666507720947,439.2554931640625
core_optical_flow__preview_cur_times_s__p90,core_optical_flow,2.41,275,False,134.15122711490577,195.302985752407,3.492000102996826,787.6668701171875
core_optical_flow__preview_cur_times_s__std,core_optical_flow,2.41,278,False,47.36592032246187,69.04457324889161,1.148048758506775,278.5353088378906
core_optical_flow__preview_flow_mag_map_norm__max,core_optical_flow,2.41,1,True,1.0,0.0,1.0,1.0
core_optical_flow__preview_flow_mag_map_norm__mean,core_optical_flow,2.41,284,False,0.3618643500015769,0.09201881722168045,0.1426667422056198,0.6914775967597961
core_optical_flow__preview_flow_mag_map_norm__min,core_optical_flow,2.41,1,True,0.0,0.0,0.0,0.0
core_optical_flow__preview_flow_mag_map_norm__p50,core_optical_flow,2.41,284,False,0.2785098097831483,0.15202235741417963,0.014484702609479427,0.8065993785858154
core_optical_flow__preview_flow_mag_map_norm__p90,core_optical_flow,2.41,284,False,0.8689047932414942,0.08064785618958317,0.4728352129459381,0.9953317642211914
core_optical_flow__preview_flow_mag_map_norm__std,core_optical_flow,2.41,284,False,0.3168602927889622,0.025454410764697556,0.25190994143486023,0.3980065882205963
core_optical_flow__preview_pair_pos__max,core_optical_flow,2.41,146,False,175.53521126760563,110.14106996433287,14.0,322.0
core_optical_flow__preview_pair_pos__mean,core_optical_flow,2.41,146,False,88.26760563380282,55.070534982166436,7.5,161.5
core_optical_flow__preview_pair_pos__min,core_optical_flow,2.41,1,True,1.0,0.0,1.0,1.0
core_optical_flow__preview_pair_pos__p50,core_optical_flow,2.41,146,False,88.26760563380282,55.070534982166436,7.5,161.5
core_optical_flow__preview_pair_pos__p90,core_optical_flow,2.41,146,False,158.08661904805143,99.1410763768345,13.100000381469727,289.6000061035156
core_optical_flow__preview_pair_pos__std,core_optical_flow,2.41,146,False,55.711218707998036,35.157986327192575,4.27200174331665,102.41020202636719
core_optical_flow__preview_prev_times_s__max,core_optical_flow,2.41,273,False,148.3737832039175,216.27684617556554,3.5,873.038818359375
core_optical_flow__preview_prev_times_s__mean,core_optical_flow,2.41,277,False,74.18817141232356,108.1381558447595,1.746666669845581,436.52276611328125
core_optical_flow__preview_prev_times_s__min,core_optical_flow,2.41,1,True,0.0,0.0,0.0,0.0
core_optical_flow__preview_prev_times_s__p50,core_optical_flow,2.41,265,False,74.18848064919592,108.1385049841217,1.7333333492279053,436.5194091796875
core_optical_flow__preview_prev_times_s__p90,core_optical_flow,2.41,277,False,133.54837057959867,194.65856237291888,3.2120001316070557,784.9308471679688
core_optical_flow__preview_prev_times_s__std,core_optical_flow,2.41,278,False,47.366330603058906,69.0444805616786,1.148048758506775,278.5353088378906
